term,kana,meaning
手伝う,てつだう,帮忙，帮助
手作り,てづくり,自制，亲手做
手元,てもと,名词 手边，手头
手入れ,ていれ,修整，维护
手分け,てわけ,分头做；分工
手前,てまえ,眼前，靠近自己的一边
手取り,てどり,纯收入，净收入
手口,てぐち,（做坏事的）手法，手段
手品,てじな,戏法，魔术；骗术，奸计
手回し,てまわし,准备，安排；用手摇
手堅い,てがたい,踏实的，靠得住的；（行情）稳定的
手帳,てちょう,笔记本，记事本
手引き,てびき,入门书；辅导，启蒙；引荐；向导
手強い,てごわい,难对付的，不好对付的
手当て,てあて,津贴，补贴；医疗，治疗
手形,てがた,手印；票据
手抜き,てぬき,偷懒；偷工减料
手掛かり,てがかり,线索，头绪
手探り,てさぐり,摸，摸索；试探
手提げ,てさげ,名词 手提包，手提袋
手数,てすう,麻烦，费事
手数料,てすうりょう,手续费
手料理,てりょうり,名词 亲手做的菜
手書き,てがき,手写，手抄
手本,てほん,字帖，范本；模范，榜样
手段,しゅだん,名词 手段
手法,しゅほう,名词 方法，手法
手洗い,てあらい,名词 洗手
手短,てみじか,简单的，简略的
手筈,てはず,程序，步骤，事前的准备
手紙,てがみ,书信
手続き,てつづき,名词 手续
手芸,しゅげい,手工艺，手艺
手荷物係,てにもつがかり,名词 行李员
手薄,てうす,缺少，不足；不充分
手術,しゅじゅつ,名词 手术
手袋,てぶくろ,手套
手触り,てざわり,名词 手感，手摸时的感觉
手話,しゅわ,手语
手軽,てがる,简便，轻易
手近,てぢか,身边，手边；常见
手遅れ,ておくれ,为时已晚，耽误
手配,てはい,名词 筹备，安排，布置
手錠,てじょう,手铐
手間,てま,名词 人力，劳力和时间，功夫
手際,てぎわ,（处理事物的）手法，技巧；手腕，本领
手頃,てごろ,（大小、粗细）合手；适中，合适
手順,てじゅん,次序，程序
手首,てくび,手腕
才能,さいのう,名词 才能，才干，才华
打ち上げ,うちあげ,名词 发射
打ち上げる,うちあげる,发射
打ち上げ花火,うちあげはなび,名词 发射的烟花
打ち出す,うちだす,提出（想法、主张等）
打ち切る,うちきる,停止，中止；结束
打ち合う,うちあう,动1 对打，互打
打ち合わせ,うちあわせ,事先商量，碰头商议
打ち合わせる,うちあわせる,商量，协商
打ち明ける,うちあける,坦率说出，开诚布公
打ち消し,うちけし,否定，否认
打ち消す,うちけす,否定，否认；消除
打ち破る,うちやぶる,打破，破坏；打败，击败
打ち解ける,うちとける,亲密，融洽，无隔阂
打ち込む,うちこむ,热衷，专心致志；打进，砸进
打つ,うつ,动1 敲，打
打撃,だげき,打击；损失
打診,だしん,打探，试探
打開,だかい,开辟（途径），解决（问题）
払います,はらいます,支付，付款
払い戻す,はらいもどす,退还，返还
払い込む,はらいこむ,缴纳，交纳
払う,はらう,支付
扱い,あつかい,操作；对待；处理；经营
扱う,あつかう,动1 经营；对待，处理
批判,ひはん,名词 批判，批评，评论
批評,ひひょう,批评；评论；影评
承る,うけたまわる,动1 知道，敬悉
承知,しょうち,知道；同意，赞成
承知します,しょうちします,动3 知道
承認,しょうにん,承认；批准
承諾,しょうだく,名词 同意，答应，应允，承诺
技,わざ,技术，本领；招数
技巧,ぎこう,技巧
技師,ぎし,工程师，技师
技術,ぎじゅつ,名词 技术
技術開発,ぎじゅつかいはつ,名词 技术开发
抉る,えぐる,挖，剜；挖掘，追究；挖苦
把握,はあく,理解，掌握
抑える/押さえる,おさえる,压住，按住；控制；忍住
抑制,よくせい,抑制，制止
抑圧,よくあつ,压制，压迫
抓る,つねる,掐，拧
投げやり,なげやり,不认真，马虎，敷衍，草率
投げる,なげる,动2 投，扔，掷
投げ出す,なげだす,扔出去；放弃，抛弃；豁出去
投げ込む,なげこむ,动1 投进，投入，扔进
投げ返す,なげかえす,动1 扔回去，投回去
投下,とうか,投下，投掷；投资
投入,とうにゅう,投进去；投入（资本）
投書,とうしょ,投稿，寄稿；（向机关）写信
投票,とうひょう,投票
投資,とうし,投资
抗う,あらがう,抵抗，抗争，反抗
抗生物質,こうせいぶっしつ,名词 抗生素
抗議,こうぎ,名词 抗议
折,おり,名词 时，时候
折り入って,おりいって,副词 诚恳，特意
折り合う,おりあう,和睦相处；妥协
折り畳む,おりたたむ,叠，折叠
折り返し,おりかえし,翻折；返回，折回；立即，尽快
折り返す,おりかえす,动1 折回，返回
折る,おる,折，折断；折叠
折れます,おれます,动2 【自】折，断；拐弯
折れる,おれる,折，折断
折衷,せっちゅう,折中
抜かす,ぬかす,遗漏，漏掉；跳过
抜きん出る,ぬきんでる,出类拔萃；选出
抜き出す,ぬきだす,拔出，抽出；选拔，挑选
抜く,ぬく,动1 超过，超出
抜ける,ぬける,脱落；漏掉；穿过；退出
抜け出す,ぬけだす,悄悄溜走；开始脱落
抜け落ちる,ぬけおちる,脱落；遗漏
抜本的,ばっぽんてき,根本的，彻底的
抜群,ばつぐん,超群，突出，出众
披露,ひろうする,动3 宣布，公布，公开
披露宴,ひろうえん,名词 婚宴，喜宴
抱える,かかえる,动2 担负，承担
抱き締める,だきしめる,抱紧，拥抱，相拥
抱く,だく,抱
抱っこ,だっこ,抱（小孩）
抵抗,ていこう,抵抗，反抗；反感
押さえる,おさえる,动2 订，抓住；把握，掌控；压，按
押さえ込む,おさえこむ,压住，按住；控制住，压制
押しかける,おしかける,蜂拥而至，闯进；不请自来
押します,おします,推，按
押し上げる,おしあげる,推上去，顶上去；推举，提拔
押し付けがましい,おしつけがましい,强加于人的，命令式的，强逼着
押し付ける,おしつける,压，按住；强加于人
押し入れ,おしいれ,壁橱
押し出す,おしだす,蜂拥而出；挤出；推出
押し切る,おしきる,切断；（排除困难）坚持到底
押し合う,おしあう,动1 相互推挤，冲撞
押し寄せる,おしよせる,动2 涌过来，蜂拥而至
押し込む,おしこむ,闯进，硬挤进去；抢劫；硬塞，塞入
押し通す,おしとおす,坚持到底，贯彻到底
押す,おす,压，按；推
抽象的,ちゅうしょうてき,形容动词 抽象
抽選,ちゅうせん,名词 抽签，抓阄
担う,になう,担，挑；承担，担负
担ぐ,かつぐ,扛，挑，背；以……为领袖
担任,たんにん,担任，担当
担当,たんとう,担任，负责
担当します,たんとうします,动3 承担
担当者,たんとうしゃ,名词 负责人，责任人，担当者
担架,たんか,担架
拉致,らち/らっち,强行拉走；绑架
拍手,はくしゅ,名词 鼓掌，拍手
拒む,こばむ,拒绝；阻挡，阻止
拒否,きょひ,拒绝，否决
拒絶,きょぜつ,拒绝
拓也,たくや,专有词 拓也
拗らせる,こじらせる,使复杂化，使恶化
拗れる,こじれる,别扭；复杂化，恶化
拘り,こだわり,拘泥；计较，在乎
拘る,こだわる,拘泥；讲究
拘束,こうそく,拘束，束缚，限制
拘留,こうりゅう,拘留，拘役；扣押
招き,まねき,邀请，招待
招く,まねく,动1 邀请，招待，款待
招待,しょうたいする,名词 招待
招待券,しょうたいけん,名 招待券，请帖
招致,しょうち,招揽，聘请
拝む,おがむ,叩拜；请求，央求
拝借,はいしゃく,（自谦语）借
拝啓,はいけい,名词 敬启者
拝眉,はいび,拜谒，拜见
拝見,はいけん,拜读
拝見します,はいけんします,动3 （自谦）看
拠り所,よりどころ,根据，依据
拠点,きょてん,据点，基地
拡大,かくだい,名词 扩大，扩展
拡張,かくちょう,扩充，扩张，扩展
拡散,かくさん,扩散
括る,くくる,捆扎；总结，总括；（用括号）括起来
拭く,ふく,动1 擦，抹，拭，擦拭
拳法,けんぽう,名词 拳法，拳术
拵える,こしらえる,做，制造；筹（款）；捏造
拾います,ひろいます,动1 【他】捡，拾
拾う,ひろう,拾，捡；选出，挑选
持ちます,もちます,持有，携带
持ち上げる,もちあげる,动2 端起，拿起，举起
持ち主,もちぬし,持有者，所有者
持ち出す,もちだす,拿出去；提出，谈及
持ち切り,もちきり,始终谈论一件事；热门话题
持ち帰り,もちかえり,名 打包，带回
持ち帰る,もちかえる,拿回，打包
持ち歩きます,もちあるきます,动1 携带，拿着走
持ち物,もちもの,随身物品；所有物
持ち込む,もちこむ,动1 带入，带进
持って来ます,もってきます,带（某物）来
持って行きます,もっていきます,带（某物）去
持てる,もてる,能有，拥有；受欢迎，受捧
持て余す,もてあます,难以处理，无法对付
持て成す,もてなす,接待；招待，请客
持参,じさん,携带，带来，自备
持病,じびょう,慢性病；老毛病
持続,じぞく,持续，保持，维持
指,ゆび,名 手指，指头
指す,さす,动1 指，指示
指南,しなん,教导，指示
指名,しめい,名词 指名，指定
指図,さしず,指示，吩咐；指使，命令
指定,していする,动3 指定
指定券,していけん,名词 对号票，对号入座票
指定席,していせき,指定席位
指導,しどう,指导，教导
指差す,ゆびさす,用手指；受人指责
指揮,しき,指挥
指揮者,しきしゃ,名词 指挥，指挥者
指摘,してき,指出；指摘
指摘～,してきする,动3 指出
指標,しひょう,指标
指示,しじ,名词 指示，吩咐
指輪,ゆびわ,名词 戒指，指环
挑む,いどむ,挑衅，挑战；征服
挑戦,ちょうせんする,动3 挑战
挙げます,あげます,动2 【他】举，举起
挙げる,あげる,列举；举行（仪式）
挙って,こぞって,全部，全都
挙式,きょしきする,动3 举行（结婚）仪式
挟まる,はさまる,夹在⋯⋯之间
挟む,はさむ,插，插入；夹；隔着
挨拶,あいさつ,寒暄；致辞
挫く,くじく,挫伤；挫败；挫（锐气）
挫ける,くじける,挫伤，扭了；沮丧，消沉
振り,ふり,外表，样子；装作，假装
振ります,ふります,动1 【他】挥动，摆动
振り出し,ふりだし,出发点，原点；开端，最初
振り向く,ふりむく,回头；理睬
振り回す,ふりまわす,抡起，挥舞；滥用；炫耀；折腾
振り替え,ふりかえ,调换，更换；转账
振り込み,ふりこみ,存钱，汇款
振り込む,ふりこむ,汇款，转账
振り返る,ふりかえる,回头看；回顾（往事）
振る,ふる,挥，摇，摆；拒绝，甩
振るう,ふるう,挥动；发挥
振る舞い,ふるまい,行为，举止；请客，招待
振る舞う,ふるまう,行动，动作；请客
振動,しんどう,振动；摆动
振興,しんこう,振兴
挽回,ばんかい,挽回
挿す,さす,插，插入
挿入,そうにゅう,插入，装入
捉える,とらえる,捉住；紧紧抓住；捕获
捌く,さばく,销售，推销；妥善处理，弄清楚
捏造,ねつぞう,捏造，编造
捕まえる,つかまえる,动2 捉住，逮住；抓住
捕まる,つかまる,动1 抓住，逮捕
捕らわれる,とらわれる,被逮捕；受限制
捕獲,ほかく,捕获
捕虜,ほりょ,俘虏
捗る,はかどる,（工作、工程等的）进展
捜査,そうさ,搜查，查找
捜索,そうさく,搜索，搜寻
捜索活動,そうさくかつどう,名词 搜索活动
捧げる,ささげる,动2 奉献，贡献
捨てます,すてます,丢掉，舍弃
捨てる,すてる,扔掉，丢弃
捩れる,ねじれる,歪，弯曲；（性情）乖僻
据える,すえる,放置；让⋯⋯坐在⋯⋯位置；让⋯⋯就⋯⋯职位；沉着
据え付ける,すえつける,安装；配备；固定
捲る,めくる,翻起；揭开；撕下
捺印,なついん,盖章
捻る,ひねる,拧，扭；扭转
捻れる,ねじれる,弯曲；扭歪；性情乖僻
捻出,ねんしゅつ,想出（方案）；挤出，筹措出来
捻挫,ねんざ,扭伤，挫伤
掃く,はく,扫，打扫
掃除,そうじ,扫除，清扫
掃除します,そうじします,打扫
